id,price,size,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_days_in_year,number_of_rooms,neighbourhood,room_type
327442,35,75,5,12,0.15,1,0,2,Tempelhof - Schoneberg,Private room
327773,40,673,3,24,0.33,1,20,4,Pankow,Private room
328255,70,227,5,34,0.86,1,7,2,Pankow,Entire home_apt
329648,48,268,2,8,0.1,1,258,1,Pankow,Private room
334133,54,164,90,133,1.68,3,0,2,Mitte,Entire home_apt
335273,38,178,90,6,0.08,1,36,3,Pankow,Entire home_apt
336482,95,418,4,16,0.2,1,304,3,Mitte,Entire home_apt
341910,65,221,2,258,3.18,1,352,6,Friedrichshain-Kreuzberg,Entire home_apt
342637,65,245,10,87,1.08,1,323,9,Pankow,Entire home_apt
343190,49,723,2,43,0.56,1,190,4,Charlottenburg-Wilm.,Private room
344856,60,199,1,138,2.42,2,314,1,Friedrichshain-Kreuzberg,Entire home_apt
344986,70,667,2,141,1.89,2,247,1,Pankow,Private room
345373,48,107,30,4,0.1,1,307,8,Charlottenburg-Wilm.,Entire home_apt
346404,50,740,6,77,0.95,1,0,10,Treptow - Kopenick,Private room
347762,35,669,2,81,1.01,2,0,1,Friedrichshain-Kreuzberg,Private room
348262,65,259,5,19,0.27,1,0,8,Mitte,Entire home_apt
352998,29,469,10,38,0.48,1,286,1,Charlottenburg-Wilm.,Private room
354033,74,745,6,5,0.1,1,352,7,Treptow - Kopenick,Entire home_apt
355227,60,215,14,1,0.01,1,159,7,Mitte,Entire home_apt
355494,48,396,2,108,1.69,1,252,9,Pankow,Entire home_apt
357984,59,589,3,58,0.73,1,4,3,Friedrichshain-Kreuzberg,Entire home_apt
358746,36,39,2,65,1.02,7,23,3,Mitte,Private room
359917,39,303,2,231,2.95,1,109,1,Tempelhof - Schoneberg,Private room
361487,36,357,90,121,1.55,3,160,3,Mitte,Entire home_apt
362701,89,224,3,313,3.92,1,159,3,Friedrichshain-Kreuzberg,Entire home_apt
362874,78,163,5,9,0.11,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
363413,49,220,2,16,0.55,1,362,5,Pankow,Private room
363454,82,373,3,180,2.36,2,262,1,Friedrichshain-Kreuzberg,Entire home_apt
366094,33,278,62,19,0.25,3,0,2,Mitte,Entire home_apt
367182,33,578,62,23,0.31,3,0,8,Mitte,Entire home_apt
367634,33,571,62,10,0.15,3,0,9,Mitte,Entire home_apt
370561,60,472,2,41,0.52,1,3,6,Neukolln,Entire home_apt
377304,48,523,4,1,0.03,1,0,1,Steglitz - Zehlendorf,Entire home_apt
380281,40,185,4,54,0.68,1,363,3,Pankow,Private room
380384,45,45,30,12,0.16,1,0,9,Reinickendorf,Entire home_apt
382008,25,605,3,75,0.94,1,328,2,Friedrichshain-Kreuzberg,Private room
385059,29,491,5,275,3.5,1,80,2,Mitte,Private room
387607,49,511,90,15,0.23,1,221,3,Friedrichshain-Kreuzberg,Entire home_apt
393598,67,753,180,54,0.68,3,12,3,Neukolln,Entire home_apt
395063,33,195,1,19,0.28,1,153,9,Friedrichshain-Kreuzberg,Private room
398011,65,231,180,34,0.45,3,1,3,Pankow,Entire home_apt
398962,80,315,20,15,0.19,1,58,3,Friedrichshain-Kreuzberg,Entire home_apt
399312,86,623,4,26,0.34,1,173,1,Neukolln,Entire home_apt
400642,75,612,12,5,0.1,1,0,5,Charlottenburg-Wilm.,Entire home_apt
400832,40,149,3,108,1.47,2,312,9,Steglitz - Zehlendorf,Private room
400898,51,482,60,139,1.78,2,147,1,Neukolln,Entire home_apt
401242,130,682,5,42,0.55,1,0,10,Pankow,Entire home_apt
404175,80,146,4,10,0.54,1,310,3,Pankow,Entire home_apt
408756,99,768,3,148,1.95,1,216,8,Pankow,Entire home_apt
409846,180,430,2,12,0.15,1,365,10,Mitte,Private room
410020,25,419,10,6,0.08,1,28,3,Neukolln,Private room
412418,50,658,3,11,0.14,1,0,1,Neukolln,Entire home_apt
414277,36,574,60,15,0.28,1,362,7,Neukolln,Entire home_apt
415218,39,285,90,9,0.18,2,155,2,Mitte,Entire home_apt
417143,64,515,3,32,0.6,1,68,7,Friedrichshain-Kreuzberg,Entire home_apt
420114,100,573,3,51,0.65,1,0,3,Mitte,Private room
421236,65,450,6,8,0.2,1,201,1,Steglitz - Zehlendorf,Entire home_apt
425411,70,461,2,115,4.49,2,140,5,Mitte,Entire home_apt
425487,85,248,2,90,1.13,2,127,2,Mitte,Entire home_apt
427854,65,78,3,44,0.56,4,246,8,Friedrichshain-Kreuzberg,Entire home_apt
429677,75,419,7,0,0,1,0,10,Friedrichshain-Kreuzberg,Entire home_apt
431149,39,457,2,18,0.35,7,0,2,Mitte,Private room
431343,22,281,2,28,0.5,1,330,1,Pankow,Private room
431652,51,677,2,86,1.1,1,339,3,Friedrichshain-Kreuzberg,Private room
432460,29,412,2,21,0.26,1,0,3,Pankow,Private room
432938,37,556,60,9,0.12,1,72,3,Friedrichshain-Kreuzberg,Entire home_apt
434209,50,747,5,26,0.33,2,62,7,Reinickendorf,Entire home_apt
436385,60,168,3,10,0.13,1,295,3,Charlottenburg-Wilm.,Private room
439089,95,731,15,0,0,1,1,6,Pankow,Entire home_apt
439613,59,305,7,7,1.11,1,0,7,Pankow,Private room
439631,56,290,180,19,0.32,3,0,3,Pankow,Entire home_apt
446975,48,514,2,141,2.06,1,150,7,Pankow,Entire home_apt
447524,28,100,1,0,0,1,268,5,Charlottenburg-Wilm.,Entire home_apt
450325,109,300,60,55,0.69,1,155,1,Pankow,Entire home_apt
452164,130,221,5,6,0.09,1,252,2,Mitte,Entire home_apt
456839,90,389,2,13,0.17,1,339,7,Steglitz - Zehlendorf,Entire home_apt
456902,83,568,2,211,2.77,1,254,1,Friedrichshain-Kreuzberg,Entire home_apt
458586,70,323,2,77,1.02,1,352,3,Pankow,Entire home_apt
458608,60,671,2,14,0.18,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
458800,209,451,2,10,0.13,2,5,1,Pankow,Entire home_apt
462459,70,759,4,9,0.11,1,0,9,Pankow,Entire home_apt
464324,44,83,3,27,0.34,1,18,3,Friedrichshain-Kreuzberg,Private room
466983,34,728,3,75,1.75,1,0,4,Pankow,Private room
469084,30,357,1,17,0.22,2,243,1,Friedrichshain-Kreuzberg,Private room
471495,33,550,5,5,0.06,1,0,9,Neukolln,Private room
473386,95,785,60,67,0.87,2,325,2,Charlottenburg-Wilm.,Entire home_apt
474830,35,624,2,111,1.42,1,286,3,Mitte,Private room
476077,47,599,30,14,0.25,1,50,3,Neukolln,Entire home_apt
477515,189,636,3,107,1.4,1,344,6,Pankow,Entire home_apt
477744,30,224,30,154,2.06,1,193,2,Friedrichshain-Kreuzberg,Private room
478015,85,270,3,42,0.54,2,93,2,Tempelhof - Schoneberg,Entire home_apt
480624,15,709,3,276,3.53,1,33,1,Friedrichshain-Kreuzberg,Private room
484506,58,300,5,8,0.13,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
485726,53,123,4,73,0.94,2,146,1,Charlottenburg-Wilm.,Entire home_apt
486192,45,179,3,41,0.52,1,304,6,Mitte,Private room
487938,35,695,1,12,0.15,1,0,2,Friedrichshain-Kreuzberg,Private room
488161,65,375,3,76,0.98,1,304,3,Neukolln,Entire home_apt
491336,65,699,3,57,0.74,1,284,3,Tempelhof - Schoneberg,Entire home_apt
493072,44,463,3,168,2.19,1,341,2,Mitte,Private room
493539,125,545,1,234,6.43,2,359,10,Mitte,Entire home_apt
494492,45,222,1,16,0.21,1,0,3,Charlottenburg-Wilm.,Private room
495435,50,238,7,3,0.04,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
499342,75,681,2,267,3.51,3,314,5,Mitte,Entire home_apt
499353,75,212,2,227,3.04,3,324,8,Mitte,Entire home_apt
500641,73,418,4,152,2.14,2,0,1,Pankow,Entire home_apt
501735,39,596,7,5,0.08,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
502598,98,258,3,7,0.09,2,0,9,Mitte,Entire home_apt
506730,65,412,3,6,0.14,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
507671,80,544,2,45,0.58,1,293,2,Friedrichshain-Kreuzberg,Entire home_apt
507770,37,263,5,5,0.06,1,31,3,Pankow,Entire home_apt
509432,35,555,5,47,1.12,1,308,1,Pankow,Private room
510715,50,731,7,2,0.05,1,0,3,Treptow - Kopenick,Entire home_apt
510987,35,637,5,10,0.5,1,7,2,Neukolln,Private room
511935,235,933,4,51,0.67,2,347,3,Tempelhof - Schoneberg,Entire home_apt
512476,55,717,3,149,2.73,1,297,4,Tempelhof - Schoneberg,Entire home_apt
514246,60,435,17,17,0.22,2,67,8,Friedrichshain-Kreuzberg,Entire home_apt
515145,115,478,3,99,1.28,1,66,3,Friedrichshain-Kreuzberg,Entire home_apt
517425,46,648,1,482,6.2,2,265,6,Pankow,Private room
517990,79,391,7,0,0,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
519356,37,304,7,1,0.04,1,0,7,Treptow - Kopenick,Entire home_apt
519671,52,696,14,35,0.46,1,255,2,Pankow,Entire home_apt
520538,99,329,2,61,0.79,2,269,10,Pankow,Entire home_apt
523052,51,406,3,5,0.22,1,282,2,Treptow - Kopenick,Entire home_apt
525162,160,177,3,2,0.05,1,0,11,Pankow,Entire home_apt
530315,63,70,4,10,3.8,1,11,3,Mitte,Entire home_apt
530527,49,83,1,255,3.42,2,37,1,Neukolln,Private room
532687,40,133,3,7,0.17,1,0,2,Neukolln,Private room
533155,90,625,3,90,1.17,2,153,1,Mitte,Private room
533523,64,526,1,192,2.53,1,312,2,Tempelhof - Schoneberg,Entire home_apt
533864,100,484,4,44,0.59,1,214,6,Mitte,Entire home_apt
534415,64,159,6,3,0.08,1,0,4,Mitte,Entire home_apt
534931,21,546,10,0,0,1,0,7,Neukolln,Entire home_apt
537442,80,346,3,72,0.95,1,30,8,Friedrichshain-Kreuzberg,Entire home_apt
538871,38,726,150,3,0.04,1,153,8,Pankow,Entire home_apt
540705,65,228,60,296,3.84,2,264,3,Pankow,Entire home_apt
541020,80,708,4,15,0.2,3,0,6,Charlottenburg-Wilm.,Entire home_apt
541288,80,333,4,3,0.05,3,0,1,Steglitz - Zehlendorf,Entire home_apt
541569,68,166,2,166,2.16,1,219,3,Pankow,Entire home_apt
542316,99,517,2,2,0.03,4,0,1,Treptow - Kopenick,Entire home_apt
542674,40,579,3,37,0.48,1,62,1,Tempelhof - Schoneberg,Private room
544553,38,503,2,26,1.55,2,313,7,Friedrichshain-Kreuzberg,Private room
545037,70,594,30,3,0.04,1,159,5,Charlottenburg-Wilm.,Entire home_apt
545065,85,288,3,8,0.35,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
550445,39,440,6,9,0.12,1,0,1,Mitte,Entire home_apt
550621,79,287,1,2,0.03,1,0,3,Pankow,Entire home_apt
550727,50,644,1,8,1.59,1,260,4,Tempelhof - Schoneberg,Entire home_apt
551644,69,143,20,15,0.28,1,0,5,Friedrichshain-Kreuzberg,Private room
552927,59,431,3,110,1.43,1,42,8,Treptow - Kopenick,Entire home_apt
555352,60,759,2,1,0.02,4,0,2,Treptow - Kopenick,Entire home_apt
556691,120,249,3,5,0.07,1,248,9,Mitte,Entire home_apt
559210,50,677,1,2,1.82,1,0,6,Mitte,Private room
559794,70,742,7,6,0.08,1,323,3,Neukolln,Entire home_apt
560578,30,653,1,10,0.13,1,0,3,Pankow,Private room
563505,75,327,3,29,0.67,2,329,3,Charlottenburg-Wilm.,Entire home_apt
564821,46,322,2,146,1.89,2,297,6,Pankow,Entire home_apt
565345,60,420,10,15,0.28,1,0,3,Neukolln,Entire home_apt
566841,75,367,3,18,1.28,2,12,6,Friedrichshain-Kreuzberg,Entire home_apt
568307,33,264,1,123,1.61,1,324,1,Pankow,Private room
570055,50,104,2,22,0.29,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
570153,49,259,2,50,0.7,1,273,3,Spandau,Private room
571074,50,205,30,35,0.46,1,341,7,Treptow - Kopenick,Entire home_apt
571751,46,541,1,418,5.49,2,249,1,Pankow,Private room
573171,30,190,2,358,4.68,1,107,2,Pankow,Private room
573259,120,202,2,6,0.17,1,0,8,Mitte,Private room
574657,48,449,3,6,0.08,1,0,2,Pankow,Entire home_apt
577552,15,560,1,2,0.06,1,0,7,Friedrichshain-Kreuzberg,Private room
577689,65,407,2,38,0.51,2,0,9,Friedrichshain-Kreuzberg,Entire home_apt
578821,23,456,93,76,1.04,1,109,8,Tempelhof - Schoneberg,Entire home_apt
578927,45,678,7,24,0.34,1,30,4,Friedrichshain-Kreuzberg,Entire home_apt
580013,76,421,4,117,1.52,3,284,8,Tempelhof - Schoneberg,Entire home_apt
582053,70,701,3,37,0.5,1,0,8,Pankow,Entire home_apt
582990,30,486,3,3,0.04,1,0,6,Lichtenberg,Entire home_apt
583916,50,676,3,24,0.42,2,342,6,Neukolln,Entire home_apt
584012,22,98,2,357,4.65,1,247,1,Friedrichshain-Kreuzberg,Private room
584757,30,434,30,23,0.3,2,98,4,Pankow,Private room
585042,45,134,2,7,0.09,1,0,1,Mitte,Entire home_apt
588011,100,300,3,103,1.34,1,184,9,Neukolln,Entire home_apt
588554,50,720,2,46,0.6,2,0,5,Friedrichshain-Kreuzberg,Private room
588556,33,368,2,20,0.33,1,0,2,Pankow,Private room
589285,55,390,60,86,1.13,1,289,2,Neukolln,Entire home_apt
589293,48,516,60,36,0.47,2,321,1,Pankow,Entire home_apt
590200,60,580,3,29,0.58,2,343,1,Neukolln,Entire home_apt
590948,25,217,3,25,0.33,2,143,3,Charlottenburg-Wilm.,Private room
592020,70,338,3,11,0.22,1,265,5,Steglitz - Zehlendorf,Entire home_apt
592059,50,151,3,5,0.07,1,0,1,Neukolln,Private room
593269,65,464,3,99,1.44,1,59,1,Mitte,Entire home_apt
593920,35,707,6,4,0.07,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
594027,160,421,4,61,1.9,2,26,12,Mitte,Entire home_apt
594032,140,803,4,43,1.39,2,69,5,Charlottenburg-Wilm.,Entire home_apt
594495,70,422,14,3,0.04,2,0,3,Friedrichshain-Kreuzberg,Entire home_apt
595231,70,403,2,9,0.35,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
597413,31,547,1,19,0.26,3,364,1,Reinickendorf,Private room
598335,65,217,5,7,0.09,1,0,1,Mitte,Entire home_apt
598407,98,419,30,74,0.98,3,353,5,Friedrichshain-Kreuzberg,Entire home_apt
598982,120,669,60,54,0.72,1,310,11,Friedrichshain-Kreuzberg,Entire home_apt
603252,76,317,5,47,0.62,1,0,2,Friedrichshain-Kreuzberg,Private room
604068,80,161,8,9,0.12,2,0,1,Mitte,Entire home_apt
604535,44,288,4,67,0.9,1,242,2,Mitte,Private room
606926,75,446,3,59,0.78,1,306,5,Friedrichshain-Kreuzberg,Entire home_apt
609459,70,128,7,0,0,1,0,4,Tempelhof - Schoneberg,Private room
609824,95,698,3,19,0.25,1,190,9,Friedrichshain-Kreuzberg,Entire home_apt
610496,235,838,2,26,0.35,3,9,3,Neukolln,Entire home_apt
612197,100,476,3,17,0.22,1,2,3,Mitte,Entire home_apt
613219,37,725,2,116,2.71,1,341,6,Lichtenberg,Entire home_apt
615018,62,535,1,276,3.63,1,114,1,Mitte,Entire home_apt
617544,80,717,3,45,0.6,2,361,7,Pankow,Entire home_apt
617861,45,360,3,13,0.17,1,0,3,Neukolln,Entire home_apt
617864,60,420,6,30,0.4,1,0,8,Pankow,Entire home_apt
618049,36,79,3,49,0.65,1,0,2,Friedrichshain-Kreuzberg,Private room
618234,85,744,3,44,0.66,1,0,1,Neukolln,Entire home_apt
618397,55,136,93,110,1.63,1,217,8,Mitte,Entire home_apt
623231,35,308,2,7,0.11,1,0,3,Friedrichshain-Kreuzberg,Private room
625013,24,419,3,7,0.09,1,0,1,Mitte,Private room
626620,49,149,2,17,0.29,3,0,2,Reinickendorf,Private room
626779,99,291,3,29,0.54,1,331,3,Treptow - Kopenick,Entire home_apt
626782,100,165,4,9,0.12,1,0,2,Mitte,Entire home_apt
628686,35,654,2,10,0.26,4,5,5,Friedrichshain-Kreuzberg,Private room
628727,30,306,6,52,0.69,1,9,2,Pankow,Private room
632824,109,115,5,13,0.17,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
633372,34,726,3,34,0.46,1,13,1,Friedrichshain-Kreuzberg,Private room
633531,35,542,5,2,0.03,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
633881,102,612,1,150,1.99,1,325,2,Pankow,Private room
634825,29,526,4,2,0.04,1,0,2,Neukolln,Private room
636713,69,159,2,15,0.2,1,67,1,Neukolln,Entire home_apt
636902,45,144,3,0,0,1,0,5,Friedrichshain-Kreuzberg,Private room
638001,35,637,14,2,0.03,1,0,7,Neukolln,Entire home_apt
638017,45,324,3,79,1.27,1,346,2,Friedrichshain-Kreuzberg,Private room
638162,19,522,1,66,0.87,1,0,2,Neukolln,Private room
639988,85,549,4,10,0.14,3,0,5,Pankow,Entire home_apt
641493,39,512,2,42,1.66,1,90,7,Charlottenburg-Wilm.,Entire home_apt
642955,89,215,2,69,0.91,1,1,3,Mitte,Entire home_apt
643039,40,150,4,1,0.07,1,0,2,Neukolln,Entire home_apt
643058,25,393,3,0,0,1,0,6,Pankow,Private room
644294,65,596,4,2,0.03,1,0,7,Pankow,Entire home_apt
647944,45,691,7,4,0.05,1,0,3,Pankow,Entire home_apt
650784,20,541,20,0,0,1,0,2,Neukolln,Private room
652366,43,189,1,459,6.08,3,271,9,Pankow,Private room
653677,95,481,4,66,0.89,1,22,1,Friedrichshain-Kreuzberg,Entire home_apt
654038,50,128,14,106,1.64,1,80,3,Friedrichshain-Kreuzberg,Private room
655748,45,607,5,0,0,1,0,8,Pankow,Private room
656248,69,592,4,139,1.95,1,7,1,Pankow,Entire home_apt
656753,27,377,3,87,1.17,1,128,2,Pankow,Private room
658491,39,489,15,3,0.08,1,0,7,Tempelhof - Schoneberg,Entire home_apt
661030,120,639,5,24,0.32,1,20,4,Pankow,Entire home_apt
661574,35,134,2,122,1.62,1,362,2,Friedrichshain-Kreuzberg,Private room
661782,75,403,61,55,0.74,2,108,1,Mitte,Entire home_apt
665882,80,367,2,5,0.07,1,0,9,Neukolln,Entire home_apt
667122,40,544,14,12,0.16,3,0,8,Charlottenburg-Wilm.,Private room
667608,200,812,3,10,0.2,2,0,1,Friedrichshain-Kreuzberg,Entire home_apt
667849,50,80,65,31,0.49,1,253,1,Tempelhof - Schoneberg,Entire home_apt
667899,25,83,1,5,0.12,1,0,9,Neukolln,Private room
668847,78,498,2,16,0.22,1,310,3,Friedrichshain-Kreuzberg,Entire home_apt
668923,37,131,3,47,0.63,1,59,6,Friedrichshain-Kreuzberg,Private room
668962,75,626,1,18,0.27,2,0,7,Friedrichshain-Kreuzberg,Entire home_apt
669330,50,234,5,24,0.34,1,309,7,Neukolln,Private room
669429,33,573,1,39,0.53,2,0,1,Friedrichshain-Kreuzberg,Private room
671151,208,700,6,5,0.18,1,0,2,Mitte,Entire home_apt
671322,80,670,10,5,0.07,2,88,2,Pankow,Entire home_apt
671958,45,141,1,104,2.09,1,227,5,Charlottenburg-Wilm.,Private room
676548,68,623,2,38,0.6,1,0,10,Tempelhof - Schoneberg,Private room
676575,20,274,2,97,1.29,1,0,4,Pankow,Private room
677642,35,621,10,4,0.05,1,0,8,Neukolln,Entire home_apt
680999,79,383,3,62,1.17,2,335,7,Mitte,Entire home_apt
681132,44,183,4,50,0.99,2,234,2,Mitte,Entire home_apt
681420,45,594,1,0,0,1,0,1,Pankow,Entire home_apt
682423,50,677,2,19,0.26,1,0,5,Pankow,Entire home_apt
682637,78,463,2,20,0.38,1,2,4,Friedrichshain-Kreuzberg,Entire home_apt
682853,35,390,1,0,0,1,0,2,Neukolln,Entire home_apt
682854,95,492,3,6,0.09,1,0,4,Mitte,Entire home_apt
684673,55,541,4,35,0.47,1,0,3,Neukolln,Private room
685944,125,797,3,171,2.4,1,241,3,Mitte,Entire home_apt
687582,78,420,3,106,2,1,50,2,Friedrichshain-Kreuzberg,Entire home_apt
687635,55,634,4,4,0.25,1,0,6,Friedrichshain-Kreuzberg,Entire home_apt
688163,34,84,2,100,1.36,1,218,8,Pankow,Private room
689619,100,431,4,2,0.03,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
690578,35,491,3,170,2.33,1,0,1,Tempelhof - Schoneberg,Entire home_apt
691366,59,125,3,9,0.16,1,298,2,Pankow,Entire home_apt
691469,100,598,10,18,0.25,4,5,10,Friedrichshain-Kreuzberg,Entire home_apt
693357,38,238,62,173,2.34,2,289,2,Friedrichshain-Kreuzberg,Entire home_apt
694871,195,483,3,77,1.14,2,180,9,Friedrichshain-Kreuzberg,Entire home_apt
696372,35,431,2,32,0.61,4,329,4,Lichtenberg,Private room
696647,80,759,3,8,0.13,1,0,6,Mitte,Private room
697887,75,107,2,197,2.67,1,301,9,Pankow,Entire home_apt
698727,100,653,2,49,0.72,1,247,2,Steglitz - Zehlendorf,Entire home_apt
699443,38,143,1,1,0.03,1,0,7,Tempelhof - Schoneberg,Entire home_apt
699827,73,479,4,12,0.16,1,0,8,Mitte,Entire home_apt
700614,70,538,16,14,0.2,1,251,7,Pankow,Entire home_apt
700806,45,742,3,123,1.67,1,54,9,Tempelhof - Schoneberg,Private room
701356,55,193,2,358,4.82,2,338,3,Mitte,Private room
701909,160,783,3,68,1.24,1,45,1,Friedrichshain-Kreuzberg,Entire home_apt
702047,39,112,7,0,0,1,0,2,Mitte,Entire home_apt
702921,85,511,3,0,0,1,0,1,Pankow,Entire home_apt
703286,80,259,3,61,0.83,1,14,4,Friedrichshain-Kreuzberg,Entire home_apt
703748,50,459,6,39,0.53,1,0,5,Neukolln,Entire home_apt
703969,35,414,2,1,0.06,1,0,2,Neukolln,Private room
704098,34,535,3,130,1.76,3,0,9,Mitte,Private room
704265,45,457,7,2,0.12,1,0,5,Tempelhof - Schoneberg,Entire home_apt
704306,55,552,2,35,0.54,1,251,3,Pankow,Private room
704340,49,461,240,1,0.05,3,364,3,Charlottenburg-Wilm.,Entire home_apt
705910,39,152,3,68,0.92,3,0,4,Mitte,Private room
706237,89,477,5,34,0.6,1,344,2,Pankow,Entire home_apt
706362,65,329,3,44,0.66,4,322,2,Friedrichshain-Kreuzberg,Entire home_apt
706700,68,548,5,1,0.03,1,0,7,Mitte,Entire home_apt
708929,32,116,6,68,0.92,1,137,1,Mitte,Private room
709602,59,357,2,32,0.45,1,251,3,Neukolln,Entire home_apt
711452,16,173,2,76,1.03,1,43,1,Pankow,Private room
714312,35,622,1,189,2.93,2,304,8,Neukolln,Entire home_apt
714728,38,504,3,63,0.86,2,154,1,Lichtenberg,Private room
715728,100,773,5,18,0.34,2,234,6,Mitte,Private room
716568,75,493,3,13,0.18,1,314,10,Pankow,Entire home_apt
717446,60,91,5,113,1.53,1,7,2,Mitte,Entire home_apt
717871,45,744,4,24,0.43,1,308,9,Friedrichshain-Kreuzberg,Private room
718433,35,294,3,2,0.17,2,0,3,Neukolln,Private room
719195,30,598,2,177,2.42,1,296,2,Pankow,Private room
719766,100,573,2,22,0.31,1,190,3,Pankow,Private room
721768,65,345,1,8,0.15,1,364,5,Neukolln,Private room
722871,75,327,3,154,2.17,1,13,2,Pankow,Entire home_apt
723001,52,591,2,7,0.11,2,344,6,Pankow,Entire home_apt
723003,65,330,2,42,0.68,2,77,2,Pankow,Entire home_apt
723097,60,127,5,5,0.07,1,2,1,Steglitz - Zehlendorf,Entire home_apt
723712,98,190,3,49,0.66,1,0,7,Mitte,Entire home_apt
725992,30,130,2,1,0.04,1,290,5,Marzahn - Hellersdorf,Private room
726236,47,169,30,11,0.16,2,272,6,Neukolln,Entire home_apt
728115,35,84,120,9,0.14,1,207,3,Charlottenburg-Wilm.,Entire home_apt
728330,29,405,90,165,2.26,2,16,9,Friedrichshain-Kreuzberg,Entire home_apt
728865,110,616,7,41,0.54,1,321,8,Pankow,Entire home_apt
728981,51,175,60,38,0.52,1,310,10,Pankow,Entire home_apt
729454,38,674,3,12,0.17,1,0,8,Neukolln,Private room
730832,60,376,5,20,0.28,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
731285,45,450,4,117,1.6,1,42,3,Pankow,Private room
737374,49,515,4,168,2.5,1,108,2,Mitte,Entire home_apt
739363,63,178,3,21,0.32,1,315,2,Neukolln,Entire home_apt
741367,45,612,3,31,0.53,2,354,2,Friedrichshain-Kreuzberg,Private room
742211,120,137,3,82,1.14,1,42,5,Tempelhof - Schoneberg,Entire home_apt
744264,95,179,2,167,2.31,5,278,2,Friedrichshain-Kreuzberg,Entire home_apt
749134,150,681,3,119,1.89,1,297,2,Charlottenburg-Wilm.,Entire home_apt
749508,52,74,90,137,1.91,3,214,6,Friedrichshain-Kreuzberg,Entire home_apt
750494,80,444,1,2,0.18,3,0,2,Mitte,Private room
752358,55,400,25,71,1,3,185,5,Neukolln,Entire home_apt
753097,60,210,5,64,0.9,1,46,10,Tempelhof - Schoneberg,Entire home_apt
753152,107,307,1,70,1.04,1,247,11,Pankow,Entire home_apt
753246,30,376,2,130,1.83,2,316,3,Charlottenburg-Wilm.,Private room
753251,29,212,1,138,2.04,2,340,5,Charlottenburg-Wilm.,Private room
753525,90,689,60,10,0.15,3,310,6,Pankow,Entire home_apt
753978,70,424,3,27,0.41,1,273,8,Charlottenburg-Wilm.,Entire home_apt
758136,100,169,5,5,0.08,1,35,4,Pankow,Entire home_apt
761453,45,371,2,35,0.51,1,364,1,Mitte,Private room
761821,55,508,14,4,0.06,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
764511,92,320,3,143,2.04,1,333,8,Pankow,Entire home_apt
766188,69,251,4,10,0.15,1,0,4,Pankow,Entire home_apt
767461,50,503,1,3,0.06,1,0,1,Neukolln,Entire home_apt
767840,45,264,3,5,0.1,1,0,1,Charlottenburg-Wilm.,Entire home_apt
768330,36,188,2,148,2.08,1,155,3,Friedrichshain-Kreuzberg,Private room
768418,67,142,4,13,0.21,1,12,6,Mitte,Entire home_apt
768466,79,316,3,41,0.58,1,309,3,Charlottenburg-Wilm.,Entire home_apt
768616,48,347,3,211,2.96,1,81,1,Pankow,Entire home_apt
769334,68,688,1,54,0.76,3,364,5,Reinickendorf,Entire home_apt
